Phi[deg],Theta[deg],GainTotal
-180,0,0.000474093
-178,0,0.000474093
-176,0,0.000474093
-174,0,0.000474093
-172,0,0.000474093
-170,0,0.000474093
-168,0,0.000474093
-166,0,0.000474093
-164,0,0.000474093
-162,0,0.000474093
-160,0,0.000474093
-158,0,0.000474093
-156,0,0.000474093
-154,0,0.000474093
-152,0,0.000474093
-150,0,0.000474093
-148,0,0.000474093
-146,0,0.000474093
-144,0,0.000474093
-142,0,0.000474093
-140,0,0.000474093
-138,0,0.000474093
-136,0,0.000474093
-134,0,0.000474093
-132,0,0.000474093
-130,0,0.000474093
-128,0,0.000474093
-126,0,0.000474093
-124,0,0.000474093
-122,0,0.000474093
-120,0,0.000474093
-118,0,0.000474093
-116,0,0.000474093
-114,0,0.000474093
-112,0,0.000474093
-110,0,0.000474093
-108,0,0.000474093
-106,0,0.000474093
-104,0,0.000474093
-102,0,0.000474093
-100,0,0.000474093
-98,0,0.000474093
-96,0,0.000474093
-94,0,0.000474093
-92,0,0.000474093
-90,0,0.000474093
-88,0,0.000474093
-86,0,0.000474093
-84,0,0.000474093
-82,0,0.000474093
-80,0,0.000474093
-78,0,0.000474093
-76,0,0.000474093
-74,0,0.000474093
-72,0,0.000474093
-70,0,0.000474093
-68,0,0.000474093
-66,0,0.000474093
-64,0,0.000474093
-62,0,0.000474093
-60,0,0.000474093
-58,0,0.000474093
-56,0,0.000474093
-54,0,0.000474093
-52,0,0.000474093
-50,0,0.000474093
-48,0,0.000474093
-46,0,0.000474093
-44,0,0.000474093
-42,0,0.000474093
-40,0,0.000474093
-38,0,0.000474093
-36,0,0.000474093
-34,0,0.000474093
-32,0,0.000474093
-30,0,0.000474093
-28,0,0.000474093
-26,0,0.000474093
-24,0,0.000474093
-22,0,0.000474093
-20,0,0.000474093
-18,0,0.000474093
-16,0,0.000474093
-14,0,0.000474093
-12,0,0.000474093
-10,0,0.000474093
-8,0,0.000474093
-6,0,0.000474093
-4,0,0.000474093
-2,0,0.000474093
0,0,0.000474093
2,0,0.000474093
4,0,0.000474093
6,0,0.000474093
8,0,0.000474093
10,0,0.000474093
12,0,0.000474093
14,0,0.000474093
16,0,0.000474093
18,0,0.000474093
20,0,0.000474093
22,0,0.000474093
24,0,0.000474093
26,0,0.000474093
28,0,0.000474093
30,0,0.000474093
32,0,0.000474093
34,0,0.000474093
36,0,0.000474093
38,0,0.000474093
40,0,0.000474093
42,0,0.000474093
44,0,0.000474093
46,0,0.000474093
48,0,0.000474093
50,0,0.000474093
52,0,0.000474093
54,0,0.000474093
56,0,0.000474093
58,0,0.000474093
60,0,0.000474093
62,0,0.000474093
64,0,0.000474093
66,0,0.000474093
68,0,0.000474093
70,0,0.000474093
72,0,0.000474093
74,0,0.000474093
76,0,0.000474093
78,0,0.000474093
80,0,0.000474093
82,0,0.000474093
84,0,0.000474093
86,0,0.000474093
88,0,0.000474093
90,0,0.000474093
92,0,0.000474093
94,0,0.000474093
96,0,0.000474093
98,0,0.000474093
100,0,0.000474093
102,0,0.000474093
104,0,0.000474093
106,0,0.000474093
108,0,0.000474093
110,0,0.000474093
112,0,0.000474093
114,0,0.000474093
116,0,0.000474093
118,0,0.000474093
120,0,0.000474093
122,0,0.000474093
124,0,0.000474093
126,0,0.000474093
128,0,0.000474093
130,0,0.000474093
132,0,0.000474093
134,0,0.000474093
136,0,0.000474093
138,0,0.000474093
140,0,0.000474093
142,0,0.000474093
144,0,0.000474093
146,0,0.000474093
148,0,0.000474093
150,0,0.000474093
152,0,0.000474093
154,0,0.000474093
156,0,0.000474093
158,0,0.000474093
160,0,0.000474093
162,0,0.000474093
164,0,0.000474093
166,0,0.000474093
168,0,0.000474093
170,0,0.000474093
172,0,0.000474093
174,0,0.000474093
176,0,0.000474093
178,0,0.000474093
180,0,0.000474093
-180,2,0.0141289
-178,2,0.0140709
-176,2,0.0140131
-174,2,0.0139555
-172,2,0.0138983
-170,2,0.0138415
-168,2,0.0137851
-166,2,0.0137291
-164,2,0.0136737
-162,2,0.0136187
-160,2,0.0135643
-158,2,0.0135105
-156,2,0.0134574
-154,2,0.0134048
-152,2,0.013353
-150,2,0.0133018
-148,2,0.0132514
-146,2,0.0132018
-144,2,0.0131529
-142,2,0.0131049
-140,2,0.0130577
-138,2,0.0130114
-136,2,0.012966
-134,2,0.0129215
-132,2,0.0128779
-130,2,0.0128354
-128,2,0.0127938
-126,2,0.0127534
-124,2,0.0127139
-122,2,0.0126756
-120,2,0.0126384
-118,2,0.0126024
-116,2,0.0125676
-114,2,0.012534
-112,2,0.0125016
-110,2,0.0124705
-108,2,0.0124408
-106,2,0.0124124
-104,2,0.0123854
-102,2,0.0123599
-100,2,0.0123357
-98,2,0.0123131
-96,2,0.012292
-94,2,0.0122724
-92,2,0.0122544
-90,2,0.012238
-88,2,0.0122233
-86,2,0.0122102
-84,2,0.0121988
-82,2,0.0121892
-80,2,0.0121813
-78,2,0.0121752
-76,2,0.0121709
-74,2,0.0121684
-72,2,0.0121678
-70,2,0.012169
-68,2,0.0121722
-66,2,0.0121773
-64,2,0.0121842
-62,2,0.0121932
-60,2,0.0122041
-58,2,0.012217
-56,2,0.0122318
-54,2,0.0122487
-52,2,0.0122675
-50,2,0.0122883
-48,2,0.0123112
-46,2,0.012336
-44,2,0.0123629
-42,2,0.0123917
-40,2,0.0124226
-38,2,0.0124554
-36,2,0.0124902
-34,2,0.0125269
-32,2,0.0125656
-30,2,0.0126061
-28,2,0.0126486
-26,2,0.0126929
-24,2,0.0127391
-22,2,0.012787
-20,2,0.0128367
-18,2,0.012888
-16,2,0.0129411
-14,2,0.0129958
-12,2,0.013052
-10,2,0.0131097
-8,2,0.0131689
-6,2,0.0132294
-4,2,0.0132913
-2,2,0.0133544
0,2,0.0134186
2,2,0.013484
4,2,0.0135503
6,2,0.0136175
8,2,0.0136856
10,2,0.0137543
12,2,0.0138237
14,2,0.0138936
16,2,0.0139639
18,2,0.0140345
20,2,0.0141053
22,2,0.0141762
24,2,0.0142471
26,2,0.0143178
28,2,0.0143883
30,2,0.0144584
32,2,0.0145279
34,2,0.0145968
36,2,0.014665
38,2,0.0147323
40,2,0.0147986
42,2,0.0148638
44,2,0.0149278
46,2,0.0149904
48,2,0.0150516
50,2,0.0151111
52,2,0.015169
54,2,0.015225
56,2,0.0152792
58,2,0.0153313
60,2,0.0153814
62,2,0.0154292
64,2,0.0154748
66,2,0.0155179
68,2,0.0155587
70,2,0.0155969
72,2,0.0156325
74,2,0.0156655
76,2,0.0156957
78,2,0.0157233
80,2,0.015748
82,2,0.0157699
84,2,0.0157889
86,2,0.0158051
88,2,0.0158184
90,2,0.0158288
92,2,0.0158362
94,2,0.0158408
96,2,0.0158425
98,2,0.0158414
100,2,0.0158374
102,2,0.0158306
104,2,0.015821
106,2,0.0158087
108,2,0.0157937
110,2,0.0157761
112,2,0.0157559
114,2,0.0157333
116,2,0.0157082
118,2,0.0156807
120,2,0.015651
122,2,0.015619
124,2,0.0155849
126,2,0.0155488
128,2,0.0155107
130,2,0.0154708
132,2,0.0154291
134,2,0.0153857
136,2,0.0153407
138,2,0.0152943
140,2,0.0152464
142,2,0.0151972
144,2,0.0151468
146,2,0.0150953
148,2,0.0150428
150,2,0.0149893
152,2,0.0149349
154,2,0.0148798
156,2,0.014824
158,2,0.0147676
160,2,0.0147107
162,2,0.0146534
164,2,0.0145957
166,2,0.0145376
168,2,0.0144794
170,2,0.014421
172,2,0.0143625
174,2,0.014304
176,2,0.0142456
178,2,0.0141872
180,2,0.0141289
-180,4,0.0539991
-178,4,0.0538956
-176,4,0.0537935
-174,4,0.0536928
-172,4,0.0535936
-170,4,0.0534958
-168,4,0.0533993
-166,4,0.0533042
-164,4,0.0532104
-162,4,0.0531179
-160,4,0.0530267
-158,4,0.0529366
-156,4,0.0528477
-154,4,0.05276
-152,4,0.0526733
-150,4,0.0525877
-148,4,0.0525031
-146,4,0.0524196
-144,4,0.052337
-142,4,0.0522555
-140,4,0.0521749
-138,4,0.0520953
-136,4,0.0520167
-134,4,0.0519391
-132,4,0.0518626
-130,4,0.0517872
-128,4,0.0517128
-126,4,0.0516397
-124,4,0.0515677
-122,4,0.0514971
-120,4,0.0514278
-118,4,0.0513599
-116,4,0.0512935
-114,4,0.0512287
-112,4,0.0511656
-110,4,0.0511042
-108,4,0.0510446
-106,4,0.0509871
-104,4,0.0509315
-102,4,0.0508781
-100,4,0.0508268
-98,4,0.050778
-96,4,0.0507315
-94,4,0.0506875
-92,4,0.0506461
-90,4,0.0506074
-88,4,0.0505715
-86,4,0.0505384
-84,4,0.0505083
-82,4,0.0504811
-80,4,0.0504571
-78,4,0.0504362
-76,4,0.0504185
-74,4,0.050404
-72,4,0.050393
-70,4,0.0503853
-68,4,0.050381
-66,4,0.0503803
-64,4,0.0503831
-62,4,0.0503895
-60,4,0.0503995
-58,4,0.0504133
-56,4,0.0504307
-54,4,0.050452
-52,4,0.050477
-50,4,0.0505059
-48,4,0.0505386
-46,4,0.0505753
-44,4,0.0506159
-42,4,0.0506604
-40,4,0.050709
-38,4,0.0507617
-36,4,0.0508183
-34,4,0.0508791
-32,4,0.050944
-30,4,0.051013
-28,4,0.0510861
-26,4,0.0511634
-24,4,0.0512449
-22,4,0.0513304
-20,4,0.0514201
-18,4,0.051514
-16,4,0.0516119
-14,4,0.0517139
-12,4,0.0518199
-10,4,0.0519299
-8,4,0.0520437
-6,4,0.0521614
-4,4,0.0522828
-2,4,0.0524078
0,4,0.0525363
2,4,0.0526683
4,4,0.0528034
6,4,0.0529416
8,4,0.0530827
10,4,0.0532265
12,4,0.0533729
14,4,0.0535215
16,4,0.0536721
18,4,0.0538246
20,4,0.0539786
22,4,0.0541338
24,4,0.05429
26,4,0.0544469
28,4,0.0546041
30,4,0.0547614
32,4,0.0549184
34,4,0.0550747
36,4,0.0552301
38,4,0.0553841
40,4,0.0555364
42,4,0.0556867
44,4,0.0558346
46,4,0.0559797
48,4,0.0561218
50,4,0.0562603
52,4,0.0563951
54,4,0.0565257
56,4,0.0566518
58,4,0.0567731
60,4,0.0568893
62,4,0.0570002
64,4,0.0571053
66,4,0.0572046
68,4,0.0572976
70,4,0.0573843
72,4,0.0574644
74,4,0.0575376
76,4,0.0576039
78,4,0.0576631
80,4,0.0577152
82,4,0.0577599
84,4,0.0577972
86,4,0.0578272
88,4,0.0578497
90,4,0.0578647
92,4,0.0578724
94,4,0.0578728
96,4,0.0578659
98,4,0.0578518
100,4,0.0578307
102,4,0.0578027
104,4,0.0577679
106,4,0.0577266
108,4,0.057679
110,4,0.0576253
112,4,0.0575657
114,4,0.0575004
116,4,0.0574298
118,4,0.0573541
120,4,0.0572735
122,4,0.0571885
124,4,0.0570992
126,4,0.057006
128,4,0.0569091
130,4,0.056809
132,4,0.0567059
134,4,0.0566001
136,4,0.0564919
138,4,0.0563816
140,4,0.0562695
142,4,0.0561558
144,4,0.056041
146,4,0.0559251
148,4,0.0558086
150,4,0.0556915
152,4,0.0555742
154,4,0.0554569
156,4,0.0553397
158,4,0.0552228
160,4,0.0551065
162,4,0.0549909
164,4,0.0548761
166,4,0.0547622
168,4,0.0546494
170,4,0.0545378
172,4,0.0544274
174,4,0.0543182
176,4,0.0542105
178,4,0.0541041
180,4,0.0539991
-180,6,0.118909
-178,6,0.118777
-176,6,0.118648
-174,6,0.118522
-172,6,0.118399
-170,6,0.118278
-168,6,0.118159
-166,6,0.118042
-164,6,0.117927
-162,6,0.117813
-160,6,0.117701
-158,6,0.11759
-156,6,0.117479
-154,6,0.117369
-152,6,0.117259
-150,6,0.11715
-148,6,0.117041
-146,6,0.116932
-144,6,0.116822
-142,6,0.116713
-140,6,0.116603
-138,6,0.116493
-136,6,0.116383
-134,6,0.116272
-132,6,0.116162
-130,6,0.116051
-128,6,0.115941
-126,6,0.115831
-124,6,0.115721
-122,6,0.115612
-120,6,0.115504
-118,6,0.115397
-116,6,0.115291
-114,6,0.115187
-112,6,0.115084
-110,6,0.114984
-108,6,0.114886
-106,6,0.11479
-104,6,0.114698
-102,6,0.114608
-100,6,0.114522
-98,6,0.114439
-96,6,0.11436
-94,6,0.114285
-92,6,0.114214
-90,6,0.114147
-88,6,0.114085
-86,6,0.114028
-84,6,0.113976
-82,6,0.113928
-80,6,0.113885
-78,6,0.113847
-76,6,0.113815
-74,6,0.113787
-72,6,0.113765
-70,6,0.113748
-68,6,0.113736
-66,6,0.113729
-64,6,0.113728
-62,6,0.113732
-60,6,0.113741
-58,6,0.113755
-56,6,0.113774
-54,6,0.113799
-52,6,0.113829
-50,6,0.113863
-48,6,0.113904
-46,6,0.113949
-44,6,0.114
-42,6,0.114056
-40,6,0.114117
-38,6,0.114184
-36,6,0.114256
-34,6,0.114334
-32,6,0.114418
-30,6,0.114508
-28,6,0.114603
-26,6,0.114704
-24,6,0.114812
-22,6,0.114925
-20,6,0.115046
-18,6,0.115172
-16,6,0.115305
-14,6,0.115445
-12,6,0.115591
-10,6,0.115744
-8,6,0.115904
-6,6,0.11607
-4,6,0.116244
-2,6,0.116424
0,6,0.11661
2,6,0.116804
4,6,0.117003
6,6,0.11721
8,6,0.117422
10,6,0.11764
12,6,0.117863
14,6,0.118092
16,6,0.118326
18,6,0.118565
20,6,0.118807
22,6,0.119054
24,6,0.119303
26,6,0.119555
28,6,0.11981
30,6,0.120065
32,6,0.120322
34,6,0.120579
36,6,0.120836
38,6,0.121091
40,6,0.121345
42,6,0.121597
44,6,0.121845
46,6,0.122089
48,6,0.122329
50,6,0.122563
52,6,0.122791
54,6,0.123013
56,6,0.123227
58,6,0.123433
60,6,0.12363
62,6,0.123818
64,6,0.123996
66,6,0.124164
68,6,0.12432
70,6,0.124465
72,6,0.124598
74,6,0.124719
76,6,0.124827
78,6,0.124922
80,6,0.125005
82,6,0.125073
84,6,0.125129
86,6,0.125171
88,6,0.125199
90,6,0.125214
92,6,0.125215
94,6,0.125203
96,6,0.125179
98,6,0.125141
100,6,0.125091
102,6,0.125029
104,6,0.124955
106,6,0.124869
108,6,0.124773
110,6,0.124667
112,6,0.12455
114,6,0.124425
116,6,0.124291
118,6,0.124149
120,6,0.123999
122,6,0.123843
124,6,0.123681
126,6,0.123513
128,6,0.123341
130,6,0.123165
132,6,0.122985
134,6,0.122802
136,6,0.122617
138,6,0.122431
140,6,0.122244
142,6,0.122056
144,6,0.121868
146,6,0.121681
148,6,0.121495
150,6,0.121311
152,6,0.121129
154,6,0.120949
156,6,0.120771
158,6,0.120597
160,6,0.120426
162,6,0.120258
164,6,0.120093
166,6,0.119932
168,6,0.119775
170,6,0.119622
172,6,0.119472
174,6,0.119326
176,6,0.119184
178,6,0.119045
180,6,0.118909
-180,8,0.20695
-178,8,0.206809
-176,8,0.206673
-174,8,0.206541
-172,8,0.206412
-170,8,0.206286
-168,8,0.206162
-166,8,0.206039
-164,8,0.205917
-162,8,0.205795
-160,8,0.205673
-158,8,0.20555
-156,8,0.205426
-154,8,0.205299
-152,8,0.205171
-150,8,0.205039
-148,8,0.204905
-146,8,0.204767
-144,8,0.204626
-142,8,0.204482
-140,8,0.204334
-138,8,0.204182
-136,8,0.204028
-134,8,0.20387
-132,8,0.203709
-130,8,0.203546
-128,8,0.20338
-126,8,0.203213
-124,8,0.203045
-122,8,0.202876
-120,8,0.202707
-118,8,0.202538
-116,8,0.202371
-114,8,0.202205
-112,8,0.202042
-110,8,0.201882
-108,8,0.201725
-106,8,0.201573
-104,8,0.201426
-102,8,0.201284
-100,8,0.201149
-98,8,0.201019
-96,8,0.200897
-94,8,0.200782
-92,8,0.200675
-90,8,0.200576
-88,8,0.200486
-86,8,0.200403
-84,8,0.200329
-82,8,0.200264
-80,8,0.200208
-78,8,0.20016
-76,8,0.200121
-74,8,0.200091
-72,8,0.200068
-70,8,0.200054
-68,8,0.200048
-66,8,0.200049
-64,8,0.200058
-62,8,0.200074
-60,8,0.200097
-58,8,0.200126
-56,8,0.200162
-54,8,0.200205
-52,8,0.200253
-50,8,0.200307
-48,8,0.200366
-46,8,0.200431
-44,8,0.200501
-42,8,0.200577
-40,8,0.200658
-38,8,0.200744
-36,8,0.200836
-34,8,0.200934
-32,8,0.201037
-30,8,0.201146
-28,8,0.201261
-26,8,0.201383
-24,8,0.201511
-22,8,0.201646
-20,8,0.201789
-18,8,0.201939
-16,8,0.202098
-14,8,0.202264
-12,8,0.20244
-10,8,0.202624
-8,8,0.202818
-6,8,0.203021
-4,8,0.203234
-2,8,0.203457
0,8,0.20369
2,8,0.203933
4,8,0.204186
6,8,0.20445
8,8,0.204723
10,8,0.205006
12,8,0.205299
14,8,0.205601
16,8,0.205912
18,8,0.206232
20,8,0.206559
22,8,0.206894
24,8,0.207235
26,8,0.207582
28,8,0.207934
30,8,0.208291
32,8,0.20865
34,8,0.209012
36,8,0.209374
38,8,0.209737
40,8,0.210099
42,8,0.210459
44,8,0.210816
46,8,0.211167
48,8,0.211514
50,8,0.211853
52,8,0.212184
54,8,0.212506
56,8,0.212818
58,8,0.213117
60,8,0.213405
62,8,0.213678
64,8,0.213937
66,8,0.214181
68,8,0.214408
70,8,0.214617
72,8,0.214809
74,8,0.214981
76,8,0.215135
78,8,0.215269
80,8,0.215383
82,8,0.215476
84,8,0.215549
86,8,0.215601
88,8,0.215632
90,8,0.215643
92,8,0.215633
94,8,0.215603
96,8,0.215554
98,8,0.215485
100,8,0.215398
102,8,0.215292
104,8,0.21517
106,8,0.21503
108,8,0.214875
110,8,0.214705
112,8,0.214522
114,8,0.214325
116,8,0.214117
118,8,0.213898
120,8,0.21367
122,8,0.213433
124,8,0.213188
126,8,0.212938
128,8,0.212683
130,8,0.212423
132,8,0.212161
134,8,0.211897
136,8,0.211632
138,8,0.211367
140,8,0.211103
142,8,0.210842
144,8,0.210583
146,8,0.210328
148,8,0.210077
150,8,0.209832
152,8,0.209592
154,8,0.209358
156,8,0.20913
158,8,0.208909
160,8,0.208696
162,8,0.20849
164,8,0.208291
166,8,0.208099
168,8,0.207915
170,8,0.207737
172,8,0.207567
174,8,0.207404
176,8,0.207247
178,8,0.207096
180,8,0.20695
-180,10,0.315565
-178,10,0.315438
-176,10,0.315316
-174,10,0.315197
-172,10,0.315081
-170,10,0.314966
-168,10,0.314851
-166,10,0.314734
-164,10,0.314616
-162,10,0.314494
-160,10,0.314367
-158,10,0.314235
-156,10,0.314096
-154,10,0.313949
-152,10,0.313795
-150,10,0.313632
-148,10,0.313459
-146,10,0.313277
-144,10,0.313086
-142,10,0.312884
-140,10,0.312673
-138,10,0.312453
-136,10,0.312224
-134,10,0.311986
-132,10,0.311741
-130,10,0.311489
-128,10,0.311231
-126,10,0.310968
-124,10,0.310702
-122,10,0.310434
-120,10,0.310164
-118,10,0.309894
-116,10,0.309626
-114,10,0.309362
-112,10,0.309101
-110,10,0.308847
-108,10,0.308599
-106,10,0.30836
-104,10,0.308131
-102,10,0.307912
-100,10,0.307706
-98,10,0.307512
-96,10,0.307332
-94,10,0.307166
-92,10,0.307015
-90,10,0.30688
-88,10,0.30676
-86,10,0.306657
-84,10,0.306569
-82,10,0.306497
-80,10,0.306441
-78,10,0.3064
-76,10,0.306375
-74,10,0.306364
-72,10,0.306366
-70,10,0.306382
-68,10,0.306411
-66,10,0.306451
-64,10,0.306502
-62,10,0.306563
-60,10,0.306632
-58,10,0.306711
-56,10,0.306796
-54,10,0.306888
-52,10,0.306987
-50,10,0.30709
-48,10,0.307198
-46,10,0.30731
-44,10,0.307425
-42,10,0.307544
-40,10,0.307666
-38,10,0.307791
-36,10,0.307918
-34,10,0.308049
-32,10,0.308183
-30,10,0.30832
-28,10,0.308461
-26,10,0.308606
-24,10,0.308756
-22,10,0.308912
-20,10,0.309073
-18,10,0.309241
-16,10,0.309417
-14,10,0.309601
-12,10,0.309794
-10,10,0.309996
-8,10,0.31021
-6,10,0.310434
-4,10,0.31067
-2,10,0.310919
0,10,0.311181
2,10,0.311456
4,10,0.311744
6,10,0.312047
8,10,0.312364
10,10,0.312694
12,10,0.313039
14,10,0.313398
16,10,0.31377
18,10,0.314155
20,10,0.314552
22,10,0.314961
24,10,0.315381
26,10,0.31581
28,10,0.316249
30,10,0.316695
32,10,0.317147
34,10,0.317604
36,10,0.318065
38,10,0.318529
40,10,0.318992
42,10,0.319455
44,10,0.319915
46,10,0.32037
48,10,0.320819
50,10,0.321261
52,10,0.321692
54,10,0.322113
56,10,0.32252
58,10,0.322913
60,10,0.323289
62,10,0.323647
64,10,0.323987
66,10,0.324305
68,10,0.324602
70,10,0.324875
72,10,0.325125
74,10,0.325349
76,10,0.325547
78,10,0.325718
80,10,0.325862
82,10,0.325978
84,10,0.326066
86,10,0.326127
88,10,0.326159
90,10,0.326163
92,10,0.32614
94,10,0.326089
96,10,0.326013
98,10,0.32591
100,10,0.325783
102,10,0.325632
104,10,0.325458
106,10,0.325263
108,10,0.325048
110,10,0.324813
112,10,0.324562
114,10,0.324295
116,10,0.324013
118,10,0.323719
120,10,0.323415
122,10,0.3231
124,10,0.322778
126,10,0.32245
128,10,0.322118
130,10,0.321783
132,10,0.321446
134,10,0.32111
136,10,0.320776
138,10,0.320444
140,10,0.320117
142,10,0.319796
144,10,0.319481
146,10,0.319174
148,10,0.318876
150,10,0.318587
152,10,0.318308
154,10,0.31804
156,10,0.317783
158,10,0.317538
160,10,0.317304
162,10,0.317082
164,10,0.316872
166,10,0.316673
168,10,0.316486
170,10,0.316309
172,10,0.316143
174,10,0.315986
176,10,0.315838
178,10,0.315698
180,10,0.315565
-180,12,0.441669
-178,12,0.441578
-176,12,0.441489
-174,12,0.441403
-172,12,0.441315
-170,12,0.441225
-168,12,0.44113
-166,12,0.441028
-164,12,0.440917
-162,12,0.440796
-160,12,0.440662
-158,12,0.440514
-156,12,0.440351
-154,12,0.44017
-152,12,0.439971
-150,12,0.439754
-148,12,0.439517
-146,12,0.43926
-144,12,0.438983
-142,12,0.438686
-140,12,0.43837
-138,12,0.438035
-136,12,0.437682
-134,12,0.437313
-132,12,0.43693
-130,12,0.436533
-128,12,0.436125
-126,12,0.435708
-124,12,0.435284
-122,12,0.434857
-120,12,0.434427
-118,12,0.433998
-116,12,0.433573
-114,12,0.433155
-112,12,0.432745
-110,12,0.432346
-108,12,0.431961
-106,12,0.431593
-104,12,0.431243
-102,12,0.430914
-100,12,0.430607
-98,12,0.430325
-96,12,0.430068
-94,12,0.429837
-92,12,0.429635
-90,12,0.42946
-88,12,0.429314
-86,12,0.429198
-84,12,0.42911
-82,12,0.42905
-80,12,0.429018
-78,12,0.429012
-76,12,0.429033
-74,12,0.429078
-72,12,0.429146
-70,12,0.429236
-68,12,0.429346
-66,12,0.429473
-64,12,0.429616
-62,12,0.429774
-60,12,0.429944
-58,12,0.430124
-56,12,0.430312
-54,12,0.430507
-52,12,0.430706
-50,12,0.430909
-48,12,0.431114
-46,12,0.431319
-44,12,0.431523
-42,12,0.431726
-40,12,0.431926
-38,12,0.432123
-36,12,0.432317
-34,12,0.432508
-32,12,0.432695
-30,12,0.43288
-28,12,0.433062
-26,12,0.433243
-24,12,0.433423
-22,12,0.433603
-20,12,0.433784
-18,12,0.433968
-16,12,0.434156
-14,12,0.434349
-12,12,0.434548
-10,12,0.434756
-8,12,0.434973
-6,12,0.435201
-4,12,0.435441
-2,12,0.435695
0,12,0.435963
2,12,0.436246
4,12,0.436546
6,12,0.436862
8,12,0.437197
10,12,0.437549
12,12,0.437919
14,12,0.438307
16,12,0.438713
18,12,0.439136
20,12,0.439577
22,12,0.440033
24,12,0.440505
26,12,0.440991
28,12,0.44149
30,12,0.442
32,12,0.442521
34,12,0.44305
36,12,0.443585
38,12,0.444125
40,12,0.444668
42,12,0.445212
44,12,0.445754
46,12,0.446292
48,12,0.446825
50,12,0.447349
52,12,0.447863
54,12,0.448365
56,12,0.448852
58,12,0.449322
60,12,0.449773
62,12,0.450203
64,12,0.45061
66,12,0.450992
68,12,0.451347
70,12,0.451674
72,12,0.451972
74,12,0.452239
76,12,0.452474
78,12,0.452676
80,12,0.452845
82,12,0.452979
84,12,0.453079
86,12,0.453145
88,12,0.453176
90,12,0.453173
92,12,0.453136
94,12,0.453067
96,12,0.452965
98,12,0.452833
100,12,0.452671
102,12,0.452481
104,12,0.452264
106,12,0.452022
108,12,0.451756
110,12,0.45147
112,12,0.451164
114,12,0.450841
116,12,0.450502
118,12,0.450151
120,12,0.449789
122,12,0.449418
124,12,0.44904
126,12,0.448658
128,12,0.448273
130,12,0.447888
132,12,0.447504
134,12,0.447123
136,12,0.446748
138,12,0.446379
140,12,0.446018
142,12,0.445667
144,12,0.445327
146,12,0.444999
148,12,0.444685
150,12,0.444385
152,12,0.444099
154,12,0.443829
156,12,0.443575
158,12,0.443337
160,12,0.443115
162,12,0.442909
164,12,0.442719
166,12,0.442544
168,12,0.442384
170,12,0.442237
172,12,0.442104
174,12,0.441981
176,12,0.441869
178,12,0.441766
180,12,0.441669
-180,14,0.581781
-178,14,0.581747
-176,14,0.581712
-174,14,0.581673
-172,14,0.581627
-170,14,0.581571
-168,14,0.581502
-166,14,0.581417
-164,14,0.581312
-162,14,0.581186
-160,14,0.581034
-158,14,0.580855
-156,14,0.580646
-154,14,0.580405
-152,14,0.580132
-150,14,0.579824
-148,14,0.579481
-146,14,0.579103
-144,14,0.57869
-142,14,0.578242
-140,14,0.57776
-138,14,0.577246
-136,14,0.576703
-134,14,0.576131
-132,14,0.575535
-130,14,0.574917
-128,14,0.574281
-126,14,0.573631
-124,14,0.57297
-122,14,0.572304
-120,14,0.571636
-118,14,0.570971
-116,14,0.570314
-114,14,0.569669
-112,14,0.569041
-110,14,0.568434
-108,14,0.567852
-106,14,0.5673
-104,14,0.56678
-102,14,0.566297
-100,14,0.565853
-98,14,0.565452
-96,14,0.565095
-94,14,0.564783
-92,14,0.56452
-90,14,0.564305
-88,14,0.564139
-86,14,0.564022
-84,14,0.563954
-82,14,0.563933
-80,14,0.563958
-78,14,0.564028
-76,14,0.564141
-74,14,0.564293
-72,14,0.564482
-70,14,0.564706
-68,14,0.56496
-66,14,0.565242
-64,14,0.565548
-62,14,0.565874
-60,14,0.566216
-58,14,0.566571
-56,14,0.566936
-54,14,0.567307
-52,14,0.56768
-50,14,0.568052
-48,14,0.568422
-46,14,0.568785
-44,14,0.56914
-42,14,0.569484
-40,14,0.569817
-38,14,0.570137
-36,14,0.570443
-34,14,0.570735
-32,14,0.571012
-30,14,0.571275
-28,14,0.571525
-26,14,0.571762
-24,14,0.571988
-22,14,0.572204
-20,14,0.572412
-18,14,0.572614
-16,14,0.572812
-14,14,0.573008
-12,14,0.573205
-10,14,0.573405
-8,14,0.57361
-6,14,0.573823
-4,14,0.574045
-2,14,0.57428
0,14,0.574528
2,14,0.574792
4,14,0.575072
6,14,0.575372
8,14,0.57569
10,14,0.576029
12,14,0.576389
14,14,0.576771
16,14,0.577173
18,14,0.577597
20,14,0.578042
22,14,0.578506
24,14,0.57899
26,14,0.579492
28,14,0.580011
30,14,0.580544
32,14,0.581091
34,14,0.58165
36,14,0.582219
38,14,0.582794
40,14,0.583376
42,14,0.583959
44,14,0.584544
46,14,0.585126
48,14,0.585703
50,14,0.586273
52,14,0.586834
54,14,0.587381
56,14,0.587914
58,14,0.588429
60,14,0.588924
62,14,0.589396
64,14,0.589843
66,14,0.590263
68,14,0.590654
70,14,0.591014
72,14,0.591341
74,14,0.591633
76,14,0.59189
78,14,0.59211
80,14,0.592292
82,14,0.592437
84,14,0.592542
86,14,0.592609
88,14,0.592638
90,14,0.592629
92,14,0.592582
94,14,0.5925
96,14,0.592382
98,14,0.592231
100,14,0.592048
102,14,0.591835
104,14,0.591593
106,14,0.591326
108,14,0.591035
110,14,0.590723
112,14,0.590393
114,14,0.590045
116,14,0.589685
118,14,0.589312
