Phi[deg],Theta[deg],GainTotal
158,96,0.731522
160,96,0.737226
162,96,0.74209
164,96,0.746172
166,96,0.749537
168,96,0.75226
170,96,0.754416
172,96,0.756084
174,96,0.757339
176,96,0.75825
178,96,0.758876
180,96,0.759263
-180,98,0.717877
-178,98,0.718235
-176,98,0.718424
-174,98,0.718421
-172,98,0.718178
-170,98,0.717628
-168,98,0.716682
-166,98,0.715238
-164,98,0.71318
-162,98,0.710395
-160,98,0.706769
-158,98,0.702206
-156,98,0.696628
-154,98,0.689981
-152,98,0.682247
-150,98,0.673436
-148,98,0.663595
-146,98,0.652801
-144,98,0.641157
-142,98,0.628789
-140,98,0.615839
-138,98,0.602457
-136,98,0.588794
-134,98,0.574998
-132,98,0.561209
-130,98,0.547555
-128,98,0.534148
-126,98,0.521088
-124,98,0.508457
-122,98,0.496326
-120,98,0.484753
-118,98,0.473783
-116,98,0.463456
-114,98,0.453803
-112,98,0.444851
-110,98,0.436622
-108,98,0.429133
-106,98,0.422401
-104,98,0.416438
-102,98,0.411252
-100,98,0.406852
-98,98,0.403243
-96,98,0.400427
-94,98,0.398407
-92,98,0.397185
-90,98,0.396764
-88,98,0.397148
-86,98,0.398341
-84,98,0.400352
-82,98,0.403188
-80,98,0.40686
-78,98,0.411376
-76,98,0.416745
-74,98,0.42297
-72,98,0.430053
-70,98,0.437985
-68,98,0.446754
-66,98,0.456335
-64,98,0.466695
-62,98,0.47779
-60,98,0.489566
-58,98,0.501957
-56,98,0.514891
-54,98,0.528285
-52,98,0.542047
-50,98,0.556079
-48,98,0.570278
-46,98,0.584536
-44,98,0.59874
-42,98,0.612777
-40,98,0.626531
-38,98,0.639891
-36,98,0.652749
-34,98,0.665005
-32,98,0.676569
-30,98,0.687365
-28,98,0.697333
-26,98,0.706428
-24,98,0.714627
-22,98,0.721921
-20,98,0.728317
-18,98,0.733837
-16,98,0.73851
-14,98,0.742372
-12,98,0.745459
-10,98,0.747806
-8,98,0.749441
-6,98,0.750388
-4,98,0.750661
-2,98,0.750266
0,98,0.749205
2,98,0.747474
4,98,0.745069
6,98,0.741986
8,98,0.738225
10,98,0.73379
12,98,0.728693
14,98,0.722952
16,98,0.71659
18,98,0.709638
20,98,0.702127
22,98,0.694093
24,98,0.685569
26,98,0.676587
28,98,0.667175
30,98,0.657357
32,98,0.647153
34,98,0.63658
36,98,0.625653
38,98,0.614388
40,98,0.602805
42,98,0.590932
44,98,0.578807
46,98,0.566478
48,98,0.55401
50,98,0.54148
52,98,0.528978
54,98,0.516607
56,98,0.504477
58,98,0.492702
60,98,0.481397
62,98,0.47067
64,98,0.46062
66,98,0.451332
68,98,0.442873
70,98,0.435293
72,98,0.428618
74,98,0.422859
76,98,0.418003
78,98,0.414027
80,98,0.41089
82,98,0.408545
84,98,0.406938
86,98,0.406017
88,98,0.405729
90,98,0.406031
92,98,0.406888
94,98,0.408276
96,98,0.410185
98,98,0.412619
100,98,0.415594
102,98,0.419137
104,98,0.423284
106,98,0.42808
108,98,0.433567
110,98,0.439788
112,98,0.446779
114,98,0.454567
116,98,0.463162
118,98,0.472558
120,98,0.48273
122,98,0.493632
124,98,0.505196
126,98,0.517338
128,98,0.529952
130,98,0.542919
132,98,0.556109
134,98,0.569385
136,98,0.582605
138,98,0.595629
140,98,0.608323
142,98,0.62056
144,98,0.632229
146,98,0.64323
148,98,0.653484
150,98,0.662929
152,98,0.671526
154,98,0.679252
156,98,0.686106
158,98,0.692106
160,98,0.697286
162,98,0.701693
164,98,0.705386
166,98,0.708435
168,98,0.710913
170,98,0.712899
172,98,0.714467
174,98,0.715691
176,98,0.716634
178,98,0.71735
180,98,0.717877
-180,100,0.680724
-178,100,0.681259
-176,100,0.681655
-174,100,0.681884
-172,100,0.681892
-170,100,0.681606
-168,100,0.680935
-166,100,0.679775
-164,100,0.678012
-162,100,0.675534
-160,100,0.672234
-158,100,0.66802
-156,100,0.66282
-154,100,0.656589
-152,100,0.649313
-150,100,0.641009
-148,100,0.631726
-146,100,0.621544
-144,100,0.610566
-142,100,0.598916
-140,100,0.586732
-138,100,0.574158
-136,100,0.561337
-134,100,0.548409
-132,100,0.535503
-130,100,0.522737
-128,100,0.510213
-126,100,0.498019
-124,100,0.486229
-122,100,0.474902
-120,100,0.464087
-118,100,0.453825
-116,100,0.444147
-114,100,0.43508
-112,100,0.426648
-110,100,0.418872
-108,100,0.411768
-106,100,0.405354
-104,100,0.399643
-102,100,0.39465
-100,100,0.390384
-98,100,0.386856
-96,100,0.384074
-94,100,0.382044
-92,100,0.380773
-90,100,0.380268
-88,100,0.380536
-86,100,0.381585
-84,100,0.383423
-82,100,0.38606
-80,100,0.389506
-78,100,0.393769
-76,100,0.398857
-74,100,0.404773
-72,100,0.411514
-70,100,0.419072
-68,100,0.427432
-66,100,0.436568
-64,100,0.446447
-62,100,0.457023
-60,100,0.468242
-58,100,0.480042
-56,100,0.49235
-54,100,0.505086
-52,100,0.518162
-50,100,0.531486
-48,100,0.544957
-46,100,0.558474
-44,100,0.57193
-42,100,0.585217
-40,100,0.598226
-38,100,0.610852
-36,100,0.622992
-34,100,0.63455
-32,100,0.645442
-30,100,0.655595
-28,100,0.66495
-26,100,0.673466
-24,100,0.681119
-22,100,0.687902
-20,100,0.693823
-18,100,0.698905
-16,100,0.703177
-14,100,0.706677
-12,100,0.709443
-10,100,0.711513
-8,100,0.712918
-6,100,0.713685
-4,100,0.713832
-2,100,0.713369
0,100,0.712301
2,100,0.710627
4,100,0.708344
6,100,0.70545
8,100,0.701944
10,100,0.697828
12,100,0.693112
14,100,0.68781
16,100,0.681941
18,100,0.67553
20,100,0.668603
22,100,0.66119
24,100,0.653319
26,100,0.645018
28,100,0.636309
30,100,0.627214
32,100,0.617749
34,100,0.607927
36,100,0.597763
38,100,0.587269
40,100,0.576464
42,100,0.565373
44,100,0.554028
46,100,0.542476
48,100,0.530774
50,100,0.518994
52,100,0.50722
54,100,0.495547
56,100,0.484077
58,100,0.472918
60,100,0.462177
62,100,0.451958
64,100,0.442353
66,100,0.433444
68,100,0.425299
70,100,0.417965
72,100,0.411471
74,100,0.405831
76,100,0.401037
78,100,0.39707
80,100,0.393898
82,100,0.391479
84,100,0.389768
86,100,0.388717
88,100,0.388283
90,100,0.388427
92,100,0.389118
94,100,0.390337
96,100,0.392076
98,100,0.394338
100,100,0.397138
102,100,0.400502
104,100,0.404463
106,100,0.409056
108,100,0.414322
110,100,0.420296
112,100,0.427007
114,100,0.434475
116,100,0.442705
118,100,0.451686
120,100,0.461389
122,100,0.471767
124,100,0.482751
126,100,0.494257
128,100,0.506183
130,100,0.518416
132,100,0.530831
134,100,0.543297
136,100,0.555681
138,100,0.567853
140,100,0.579687
142,100,0.591065
144,100,0.601885
146,100,0.612056
148,100,0.621507
150,100,0.630184
152,100,0.638054
154,100,0.645101
156,100,0.651332
158,100,0.656767
160,100,0.661444
162,100,0.665416
164,100,0.668744
166,100,0.671498
168,100,0.673753
170,100,0.675585
172,100,0.677068
174,100,0.67827
176,100,0.679252
178,100,0.680059
180,100,0.680724
-180,102,0.647891
-178,102,0.648589
-176,102,0.649176
-174,102,0.649615
-172,102,0.649847
-170,102,0.649797
-168,102,0.64937
-166,102,0.648461
-164,102,0.646962
-162,102,0.644761
-160,102,0.641758
-158,102,0.637867
-156,102,0.633022
-154,102,0.627186
-152,102,0.62035
-150,102,0.612536
-148,102,0.603798
-146,102,0.594216
-144,102,0.583893
-142,102,0.57295
-140,102,0.56152
-138,102,0.549741
-136,102,0.537748
-134,102,0.525673
-132,102,0.513634
-130,102,0.501738
-128,102,0.490078
-126,102,0.478731
-124,102,0.467761
-122,102,0.457219
-120,102,0.447145
-118,102,0.437572
-116,102,0.428527
-114,102,0.420033
-112,102,0.41211
-110,102,0.404777
-108,102,0.398052
-106,102,0.391951
-104,102,0.386493
-102,102,0.381692
-100,102,0.377564
-98,102,0.374123
-96,102,0.371381
-94,102,0.369349
-92,102,0.368039
-90,102,0.36746
-88,102,0.367622
-86,102,0.368536
-84,102,0.370212
-82,102,0.372661
-80,102,0.375891
-78,102,0.379911
-76,102,0.384727
-74,102,0.39034
-72,102,0.396747
-70,102,0.403937
-68,102,0.411893
-66,102,0.42059
-64,102,0.42999
-62,102,0.440052
-60,102,0.45072
-58,102,0.461933
-56,102,0.473621
-54,102,0.485707
-52,102,0.498106
-50,102,0.51073
-48,102,0.523485
-46,102,0.536274
-44,102,0.548995
-42,102,0.561547
-40,102,0.573827
-38,102,0.585735
-36,102,0.597173
-34,102,0.608051
-32,102,0.618287
-30,102,0.627813
-28,102,0.636572
-26,102,0.644525
-24,102,0.65165
-22,102,0.657939
-20,102,0.663401
-18,102,0.668059
-16,102,0.671944
-14,102,0.675095
-12,102,0.677551
-10,102,0.679352
-8,102,0.680534
-6,102,0.681126
-4,102,0.68115
-2,102,0.68062
0,102,0.679543
2,102,0.677923
4,102,0.675758
6,102,0.673046
8,102,0.669788
10,102,0.665984
12,102,0.661641
14,102,0.656769
16,102,0.651383
18,102,0.645503
20,102,0.639149
22,102,0.632345
24,102,0.625115
26,102,0.61748
28,102,0.609459
30,102,0.60107
32,102,0.592325
34,102,0.583237
36,102,0.573816
38,102,0.564075
40,102,0.554029
42,102,0.543701
44,102,0.53312
46,102,0.52233
48,102,0.511382
50,102,0.500342
52,102,0.489288
54,102,0.478307
56,102,0.467495
58,102,0.456952
60,102,0.446777
62,102,0.437068
64,102,0.427913
66,102,0.419391
68,102,0.411564
70,102,0.404482
72,102,0.398176
74,102,0.39266
76,102,0.387933
78,102,0.38398
80,102,0.380775
82,102,0.378285
84,102,0.37647
86,102,0.375292
88,102,0.374712
90,102,0.374698
92,102,0.375225
94,102,0.376276
96,102,0.377845
98,102,0.379937
100,102,0.382566
102,102,0.385754
104,102,0.38953
106,102,0.393926
108,102,0.398975
110,102,0.404706
112,102,0.411142
114,102,0.418295
116,102,0.426165
118,102,0.434737
120,102,0.443976
122,102,0.453834
124,102,0.464243
126,102,0.475118
128,102,0.486362
130,102,0.497865
132,102,0.509509
134,102,0.521171
136,102,0.532727
138,102,0.544054
140,102,0.555036
142,102,0.565566
144,102,0.575549
146,102,0.584904
148,102,0.593569
150,102,0.601497
152,102,0.608662
154,102,0.615055
156,102,0.620687
158,102,0.625584
160,102,0.629787
162,102,0.633351
164,102,0.636339
166,102,0.638823
168,102,0.640876
170,102,0.642573
172,102,0.643985
174,102,0.645175
176,102,0.646199
178,102,0.647096
180,102,0.647891
-180,104,0.619438
-178,104,0.620284
-176,104,0.621038
-174,104,0.62166
-172,104,0.622086
-170,104,0.622238
-168,104,0.62202
-166,104,0.62133
-164,104,0.620059
-162,104,0.618103
-160,104,0.615366
-158,104,0.611769
-156,104,0.607255
-154,104,0.601791
-152,104,0.595376
-150,104,0.588037
-148,104,0.579828
-146,104,0.570831
-144,104,0.56115
-142,104,0.5509
-140,104,0.54021
-138,104,0.529211
-136,104,0.51803
-134,104,0.506789
-132,104,0.495597
-130,104,0.484552
-128,104,0.473734
-126,104,0.463212
-124,104,0.453041
-122,104,0.443262
-120,104,0.433908
-118,104,0.425008
-116,104,0.41658
-114,104,0.408646
-112,104,0.401221
-110,104,0.394323
-108,104,0.387971
-106,104,0.382182
-104,104,0.376976
-102,104,0.372371
-100,104,0.368385
-98,104,0.365037
-96,104,0.362343
-94,104,0.360319
-92,104,0.358978
-90,104,0.358335
-88,104,0.358403
-86,104,0.359193
-84,104,0.360717
-82,104,0.362986
-80,104,0.366009
-78,104,0.369794
-76,104,0.374345
-74,104,0.379661
-72,104,0.385739
-70,104,0.392565
-68,104,0.400121
-66,104,0.408381
-64,104,0.417308
-62,104,0.426858
-60,104,0.436979
-58,104,0.44761
-56,104,0.458685
-54,104,0.470128
-52,104,0.48186
-50,104,0.493796
-48,104,0.505848
-46,104,0.517923
-44,104,0.529925
-42,104,0.541759
-40,104,0.553328
-38,104,0.564537
-36,104,0.575293
-34,104,0.585511
-32,104,0.595114
-30,104,0.604034
-28,104,0.612219
-26,104,0.619631
-24,104,0.626248
-22,104,0.632065
-20,104,0.637089
-18,104,0.641344
-16,104,0.644862
-14,104,0.647681
-12,104,0.649844
-10,104,0.651391
-8,104,0.652362
-6,104,0.652788
-4,104,0.652694
-2,104,0.6521
0,104,0.651016
2,104,0.649448
4,104,0.647397
6,104,0.644862
8,104,0.641843
10,104,0.638341
12,104,0.634359
14,104,0.629905
16,104,0.624988
18,104,0.619622
20,104,0.613825
22,104,0.607613
24,104,0.601004
26,104,0.594015
28,104,0.586661
30,104,0.578956
32,104,0.57091
34,104,0.562532
36,104,0.553832
38,104,0.54482
40,104,0.535511
42,104,0.525924
44,104,0.516089
46,104,0.506041
48,104,0.495831
50,104,0.485519
52,104,0.475174
54,104,0.464878
56,104,0.454719
58,104,0.444788
60,104,0.43518
62,104,0.425983
64,104,0.417281
66,104,0.409149
68,104,0.401648
70,104,0.394825
72,104,0.388712
74,104,0.383326
76,104,0.378672
78,104,0.374738
80,104,0.371506
82,104,0.368949
84,104,0.367035
86,104,0.365733
88,104,0.365011
90,104,0.364843
92,104,0.365207
94,104,0.366093
96,104,0.367496
98,104,0.369421
100,104,0.37188
102,104,0.374895
104,104,0.37849
106,104,0.382692
108,104,0.387527
110,104,0.393019
112,104,0.399183
114,104,0.406025
116,104,0.413539
118,104,0.421705
120,104,0.430485
122,104,0.439827
124,104,0.449665
126,104,0.459914
128,104,0.470481
130,104,0.48126
132,104,0.492141
134,104,0.503007
136,104,0.513744
138,104,0.524237
140,104,0.53438
142,104,0.544077
144,104,0.553241
146,104,0.561801
148,104,0.569703
150,104,0.576907
152,104,0.583395
154,104,0.589163
156,104,0.594227
158,104,0.598617
160,104,0.602378
162,104,0.605565
164,104,0.608243
166,104,0.610483
168,104,0.612357
170,104,0.613937
172,104,0.61529
174,104,0.616476
176,104,0.617542
178,104,0.618524
180,104,0.619438
-180,106,0.595394
-178,106,0.596366
-176,106,0.597262
-174,106,0.598036
-172,106,0.598623
-170,106,0.59894
-168,106,0.598895
-166,106,0.598384
-164,106,0.597306
-162,106,0.59556
-160,106,0.593057
-158,106,0.589726
-156,106,0.585517
-154,106,0.580403
-152,106,0.574389
-150,106,0.567505
-148,106,0.55981
-146,106,0.551384
-144,106,0.542329
-142,106,0.532757
-140,106,0.522792
-138,106,0.512555
-136,106,0.502167
-134,106,0.491741
-132,106,0.481374
-130,106,0.471156
-128,106,0.461158
-126,106,0.451437
-124,106,0.442041
-122,106,0.433004
-120,106,0.424351
-118,106,0.416104
-116,106,0.408278
-114,106,0.40089
-112,106,0.393953
-110,106,0.387485
-108,106,0.381502
-106,106,0.376025
-104,106,0.371073
-102,106,0.366667
-100,106,0.362831
-98,106,0.359584
-96,106,0.356947
-94,106,0.354939
-92,106,0.353579
-90,106,0.352882
-88,106,0.352865
-86,106,0.35354
-84,106,0.354922
-82,106,0.357019
-80,106,0.359843
-78,106,0.363398
-76,106,0.367689
-74,106,0.372713
-72,106,0.378464
-70,106,0.384928
-68,106,0.392087
-66,106,0.399912
-64,106,0.408367
-62,106,0.417408
-60,106,0.426986
-58,106,0.437041
-56,106,0.447508
-54,106,0.458317
-52,106,0.469392
-50,106,0.480652
-48,106,0.492014
-46,106,0.503391
-44,106,0.514693
-42,106,0.525828
-40,106,0.536707
-38,106,0.547238
-36,106,0.557335
-34,106,0.566917
-32,106,0.575909
-30,106,0.584248
-28,106,0.591885
-26,106,0.598782
-24,106,0.604918
-22,106,0.610287
-20,106,0.6149
-18,106,0.618778
-16,106,0.621952
-14,106,0.624463
-12,106,0.626353
-10,106,0.627666
-8,106,0.628441
-6,106,0.628714
-4,106,0.628515
-2,106,0.627864
0,106,0.626776
2,106,0.625259
4,106,0.623318
6,106,0.620954
8,106,0.618165
10,106,0.614952
12,106,0.611317
14,106,0.607262
16,106,0.602795
18,106,0.597924
20,106,0.592661
22,106,0.587017
24,106,0.581005
26,106,0.574638
28,106,0.567926
30,106,0.560878
32,106,0.553504
34,106,0.54581
36,106,0.537804
38,106,0.529496
40,106,0.520899
42,106,0.512031
44,106,0.502918
46,106,0.493594
48,106,0.484104
50,106,0.474502
52,106,0.464854
54,106,0.455233
56,106,0.445719
58,106,0.436397
60,106,0.427352
62,106,0.418668
64,106,0.410422
66,106,0.402685
68,106,0.395514
70,106,0.388955
72,106,0.383043
74,106,0.377796
76,106,0.373221
78,106,0.369314
80,106,0.366062
82,106,0.363446
84,106,0.36144
86,106,0.36002
88,106,0.359161
90,106,0.358844
92,106,0.359053
94,106,0.359778
96,106,0.361018
98,106,0.36278
100,106,0.365074
102,106,0.367919
104,106,0.371335
106,106,0.375345
108,106,0.379969
110,106,0.385223
112,106,0.391117
114,106,0.39765
116,106,0.40481
118,106,0.412571
120,106,0.420894
122,106,0.429724
124,106,0.438993
126,106,0.448621
128,106,0.458516
130,106,0.468579
132,106,0.478705
134,106,0.488786
136,106,0.498715
138,106,0.50839
140,106,0.517712
142,106,0.526595
144,106,0.534963
146,106,0.542753
148,106,0.54992
150,106,0.556431
152,106,0.562274
154,106,0.567451
156,106,0.571982
158,106,0.575901
160,106,0.579253
162,106,0.582096
164,106,0.584495
166,106,0.586518
168,106,0.588236
170,106,0.589716
172,106,0.591023
174,106,0.592209
176,106,0.593318
178,106,0.594376
180,106,0.595394
-180,108,0.575748
-178,108,0.576822
-176,108,0.57783
-174,108,0.578724
-172,108,0.579434
-170,108,0.579879
-168,108,0.579966
-166,108,0.579597
-164,108,0.578674
-162,108,0.577103
-160,108,0.574802
-158,108,0.571708
-156,108,0.567777
-154,108,0.562991
-152,108,0.557358
-150,108,0.550912
-148,108,0.543713
-146,108,0.535842
-144,108,0.527397
-142,108,0.518487
-140,108,0.509228
-138,108,0.499735
-136,108,0.49012
-134,108,0.480486
-132,108,0.470922
-130,108,0.461507
-128,108,0.452303
-126,108,0.443361
-124,108,0.434716
-122,108,0.426398
-120,108,0.418426
-118,108,0.410814
-116,108,0.403575
-114,108,0.396721
-112,108,0.390265
-110,108,0.384221
-108,108,0.378606
-106,108,0.37344
-104,108,0.368746
-102,108,0.364547
-100,108,0.360867
-98,108,0.35773
-96,108,0.355161
-94,108,0.353181
-92,108,0.351811
-90,108,0.351072
-88,108,0.350979
-86,108,0.351549
-84,108,0.352795
-82,108,0.354727
-80,108,0.357356
-78,108,0.360686
-76,108,0.36472
-74,108,0.369453
-72,108,0.374879
-70,108,0.380983
-68,108,0.387744
-66,108,0.395134
-64,108,0.403118
-62,108,0.411653
-60,108,0.42069
-58,108,0.430173
-56,108,0.440039
-54,108,0.450222
-52,108,0.460649
-50,108,0.471246
-48,108,0.481933
-46,108,0.492629
-44,108,0.503248
-42,108,0.513705
-40,108,0.523915
-38,108,0.533792
-36,108,0.543254
-34,108,0.552225
-32,108,0.560634
-30,108,0.56842
-28,108,0.575536
-26,108,0.581946
-24,108,0.58763
-22,108,0.592583
-20,108,0.596813
-18,108,0.600343
-16,108,0.603203
-14,108,0.605432
-12,108,0.607076
-10,108,0.608177
-8,108,0.608777
-6,108,0.608915
-4,108,0.608623
-2,108,0.607924
0,108,0.606838
2,108,0.605375
4,108,0.603541
6,108,0.60134
8,108,0.598771
10,108,0.595833
12,108,0.592527
14,108,0.588852
16,108,0.584812
18,108,0.580411
20,108,0.575655
22,108,0.570552
24,108,0.565108
26,108,0.559332
28,108,0.553231
30,108,0.546811
32,108,0.540079
34,108,0.533039
36,108,0.525699
38,108,0.518067
40,108,0.510155
42,108,0.50198
44,108,0.493565
46,108,0.484943
48,108,0.476153
50,108,0.467245
52,108,0.458279
54,108,0.449321
56,108,0.440443
58,108,0.431723
60,108,0.423238
62,108,0.415066
64,108,0.407278
66,108,0.399938
68,108,0.393102
70,108,0.386816
72,108,0.381112
74,108,0.376012
76,108,0.371527
78,108,0.367657
80,108,0.364396
82,108,0.361729
84,108,0.359641
86,108,0.358113
88,108,0.357127
90,108,0.356669
92,108,0.356728
94,108,0.3573
96,108,0.358384
98,108,0.359987
100,108,0.36212
102,108,0.364798
104,108,0.368038
106,108,0.371857
108,108,0.37627
110,108,0.381286
112,108,0.386909
114,108,0.393132
116,108,0.399937
118,108,0.407294
120,108,0.415159
122,108,0.423478
124,108,0.432182
126,108,0.441192
128,108,0.450422
130,108,0.459776
132,108,0.469156
134,108,0.478465
136,108,0.487602
138,108,0.496475
140,108,0.504998
142,108,0.513091
144,108,0.520689
146,108,0.527739
148,108,0.534202
150,108,0.540055
152,108,0.545289
154,108,0.549913
156,108,0.55395
158,108,0.557435
160,108,0.560416
162,108,0.56295
164,108,0.5651
166,108,0.566934
168,108,0.568517
170,108,0.569915
172,108,0.571185
174,108,0.572374
176,108,0.57352
178,108,0.574643
180,108,0.575748
-180,110,0.560445
-178,110,0.561593
-176,110,0.562683
-174,110,0.56366
-172,110,0.564455
-170,110,0.564988
-168,110,0.565169
-166,110,0.564903
-164,110,0.564097
-162,110,0.562666
-160,110,0.560537
-158,110,0.557651
-156,110,0.553973
-154,110,0.549491
-152,110,0.544218
-150,110,0.538192
-148,110,0.531473
-146,110,0.52414
-144,110,0.516289
-142,110,0.508023
-140,110,0.499452
-138,110,0.490683
-136,110,0.481819
-134,110,0.472954
-132,110,0.464169
-130,110,0.455533
-128,110,0.447098
-126,110,0.438908
-124,110,0.430993
-122,110,0.423372
-120,110,0.41606
-118,110,0.409067
-116,110,0.402401
-114,110,0.396071
-112,110,0.390087
-110,110,0.384463
-108,110,0.379216
-106,110,0.374365
-104,110,0.369934
-102,110,0.365949
-100,110,0.362435
-98,110,0.359419
-96,110,0.356928
-94,110,0.354987
-92,110,0.35362
-90,110,0.352847
-88,110,0.352688
-86,110,0.35316
-84,110,0.354278
-82,110,0.356051
-80,110,0.358489
-78,110,0.361596
-76,110,0.365373
-74,110,0.369816
-72,110,0.374916
-70,110,0.380658
-68,110,0.387021
-66,110,0.393975
-64,110,0.401488
-62,110,0.409517
-60,110,0.418016
-58,110,0.426929
-56,110,0.4362
-54,110,0.445764
-52,110,0.455555
-50,110,0.465501
-48,110,0.475527
-46,110,0.485557
-44,110,0.495513
-42,110,0.505313
-40,110,0.514876
-38,110,0.524123
-36,110,0.532976
-34,110,0.541362
-32,110,0.549216
-30,110,0.556478
-28,110,0.563103
-26,110,0.569058
-24,110,0.574322
-22,110,0.57889
-20,110,0.58277
-18,110,0.585983
-16,110,0.58856
-14,110,0.59054
-12,110,0.591965
-10,110,0.592881
-8,110,0.593331
-6,110,0.593355
-4,110,0.592986
-2,110,0.592252
0,110,0.591175
2,110,0.589768
4,110,0.58804
6,110,0.585996
8,110,0.583634
10,110,0.580956
12,110,0.577959
14,110,0.574641
16,110,0.571001
18,110,0.567042
20,110,0.562763
22,110,0.558167
24,110,0.553259
26,110,0.548041
28,110,0.542518
30,110,0.536693
32,110,0.53057
34,110,0.524153
36,110,0.517448
38,110,0.510462
40,110,0.503207
42,110,0.495698
44,110,0.487957
46,110,0.480012
48,110,0.471902
50,110,0.46367
52,110,0.455369
54,110,0.44706
56,110,0.438808
58,110,0.430682
60,110,0.422753
62,110,0.41509
64,110,0.407759
66,110,0.400821
68,110,0.394326
70,110,0.38832
72,110,0.382833
74,110,0.377891
76,110,0.373508
78,110,0.369687
80,110,0.366429
82,110,0.363726
84,110,0.361568
86,110,0.359944
88,110,0.358843
90,110,0.358255
92,110,0.358176
94,110,0.358602
96,110,0.359538
98,110,0.360988
100,110,0.362964
102,110,0.365478
104,110,0.368543
106,110,0.372171
108,110,0.376371
110,110,0.381148
112,110,0.386497
114,110,0.392407
116,110,0.398853
118,110,0.405803
120,110,0.413209
122,110,0.421016
124,110,0.429155
126,110,0.437551
128,110,0.44612
130,110,0.454773
132,110,0.46342
134,110,0.47197
136,110,0.480333
138,110,0.488426
140,110,0.496171
142,110,0.503502
144,110,0.510362
146,110,0.516704
148,110,0.5225
150,110,0.527731
152,110,0.532397
154,110,0.536508
156,110,0.54009
158,110,0.543181
160,110,0.545828
162,110,0.548088
164,110,0.550021
166,110,0.551691
168,110,0.553161
170,110,0.55449
172,110,0.55573
174,110,0.556924
176,110,0.5581
178,110,0.559274
180,110,0.560445
-180,112,0.549376
-178,112,0.550571
-176,112,0.551709
-174,112,0.552733
-172,112,0.553575
-170,112,0.554157
-168,112,0.554391
-166,112,0.554189
-164,112,0.553466
-162,112,0.552142
-160,112,0.550152
-158,112,0.547447
-156,112,0.543998
-154,112,0.539799
-152,112,0.534867
-150,112,0.529243
-148,112,0.522986
-146,112,0.516175
-144,112,0.5089
-142,112,0.50126
-140,112,0.493357
-138,112,0.485291
-136,112,0.477157
-134,112,0.469038
-132,112,0.461007
-130,112,0.453123
-128,112,0.445434
-126,112,0.437972
-124,112,0.430762
-122,112,0.423816
-120,112,0.417146
-118,112,0.410756
-116,112,0.40465
-114,112,0.398835
-112,112,0.393318
-110,112,0.388113
-108,112,0.383234
-106,112,0.378703
-104,112,0.374542
-102,112,0.370779
-100,112,0.367441
-98,112,0.364558
-96,112,0.362158
-94,112,0.360267
-92,112,0.358913
-90,112,0.358117
-88,112,0.357901
-86,112,0.358283
-84,112,0.359277
-82,112,0.360895
-80,112,0.363144
-78,112,0.366029
-76,112,0.369549
-74,112,0.373701
-72,112,0.378473
-70,112,0.38385
-68,112,0.389811
-66,112,0.396329
-64,112,0.403368
-62,112,0.410892
-60,112,0.418852
-58,112,0.427201
-56,112,0.435881
-54,112,0.444834
-52,112,0.453997
-50,112,0.463303
-48,112,0.472683
-46,112,0.482065
-44,112,0.491375
-42,112,0.500538
-40,112,0.509477
-38,112,0.518118
-36,112,0.526388
-34,112,0.534217
-32,112,0.541543
-30,112,0.548311
-28,112,0.554476
-26,112,0.560007
-24,112,0.564884
-22,112,0.569101
-20,112,0.572665
-18,112,0.575597
-16,112,0.577925
-14,112,0.579687
-12,112,0.580927
-10,112,0.581687
-8,112,0.582013
-6,112,0.581945
-4,112,0.581519
-2,112,0.580765
0,112,0.579706
2,112,0.57836
4,112,0.576736
6,112,0.574841
8,112,0.572676
10,112,0.57024
12,112,0.56753
14,112,0.564543
16,112,0.561276
18,112,0.557726
20,112,0.55389
22,112,0.549768
24,112,0.545359
26,112,0.540663
28,112,0.535682
30,112,0.530416
32,112,0.524868
34,112,0.51904
36,112,0.512938
38,112,0.506567
40,112,0.49994
42,112,0.493069
44,112,0.485976
46,112,0.478686
48,112,0.471232
50,112,0.463655
52,112,0.456003
54,112,0.448328
56,112,0.44069
58,112,0.433149
60,112,0.425769
62,112,0.418613
64,112,0.41174
66,112,0.405206
68,112,0.399059
70,112,0.39334
72,112,0.388082
74,112,0.38331
76,112,0.379042
78,112,0.375286
80,112,0.372047
82,112,0.369324
84,112,0.367113
86,112,0.365409
88,112,0.364208
90,112,0.363505
92,112,0.363299
94,112,0.363591
96,112,0.364386
98,112,0.365691
100,112,0.367514
102,112,0.369866
104,112,0.372756
106,112,0.376192
108,112,0.380177
110,112,0.384709
112,112,0.389779
114,112,0.395369
116,112,0.401452
118,112,0.407988
120,112,0.414932
122,112,0.422224
124,112,0.429799
126,112,0.437583
128,112,0.445496
130,112,0.453457
132,112,0.461383
134,112,0.469189
136,112,0.476797
138,112,0.484133
140,112,0.491129
142,112,0.497728
144,112,0.503881
146,112,0.509552
148,112,0.514719
150,112,0.519369
152,112,0.523506
154,112,0.527146
156,112,0.530315
158,112,0.533051
160,112,0.535402
162,112,0.537421
164,112,0.539167
166,112,0.540699
168,112,0.542074
170,112,0.543346
172,112,0.544562
174,112,0.545756
176,112,0.546953
178,112,0.548162
180,112,0.549376
-180,114,0.542374
-178,114,0.543587
-176,114,0.544739
-174,114,0.545775
-172,114,0.546626
-170,114,0.547218
-168,114,0.547468
-166,114,0.547294
-164,114,0.546619
-162,114,0.545371
-160,114,0.543492
-158,114,0.540943
